count,judge,statute,judge_total,stat_totals
3707,HL_GALLAGHER,2907.22,0,57
3708,HL_GALLAGHER,2907.31,4,164
3709,HL_GALLAGHER,2907.311,0,1
3710,HL_GALLAGHER,2907.32,14,304
3711,HL_GALLAGHER,2907.321,2,7
3712,HL_GALLAGHER,2907.322,13,249
3713,HL_GALLAGHER,2907.323,10,217
3714,HL_GALLAGHER,2909.02,7,196
3715,HL_GALLAGHER,2909.03,8,135
3716,HL_GALLAGHER,2909.04,26,1082
3717,HL_GALLAGHER,2909.05,46,1585
3718,HL_GALLAGHER,2909.06,75,2885
3719,HL_GALLAGHER,2909.09,0,4
3720,HL_GALLAGHER,2909.22,0,0
3721,HL_GALLAGHER,2909.23,0,6
3722,HL_GALLAGHER,2909.24,0,1
3723,HL_GALLAGHER,2909.26,0,0
3724,HL_GALLAGHER,2909.27,0,1
3725,HL_GALLAGHER,2913.02,310,11775
3726,HL_GALLAGHER,2913.03,12,759
3727,HL_GALLAGHER,2911.01,55,1999
3728,HL_GALLAGHER,2911.02,92,2966
3729,HL_GALLAGHER,2911.11,38,1355
3730,HL_GALLAGHER,2911.12,136,4536
3731,HL_GALLAGHER,2911.13,61,1953
3732,HL_GALLAGHER,2913.07,0,0
3733,HL_GALLAGHER,2913.04,1,107
3734,HL_GALLAGHER,2903.11,189,6639
3735,HL_GALLAGHER,2903.12,48,1765
3736,HL_GALLAGHER,2911.21,16,459
3737,HL_GALLAGHER,2913.05,7,318
3738,HL_GALLAGHER,2903.13,102,3694
3739,HL_GALLAGHER,2903.21,76,2701
3740,HL_GALLAGHER,2903.211,23,759
3741,HL_GALLAGHER,2903.31,0,0
3742,HL_GALLAGHER,2903.32,0,0
3743,HL_GALLAGHER,4511.19,0,0
3744,HL_GALLAGHER,2905.11,1,35
3745,HL_GALLAGHER,2905.32,0,10
3746,HL_GALLAGHER,2907.09,2,51
3747,HL_GALLAGHER,2909.02,7,196
3748,HL_GALLAGHER,2919.21,25,1023
3749,HL_GALLAGHER,2913.11,9,334
3750,HL_GALLAGHER,2913.21,19,837
3751,HL_GALLAGHER,2913.30,0,0
3752,HL_GALLAGHER,2913.31,32,1804
3753,HL_GALLAGHER,2913.40,0,4
3754,HL_GALLAGHER,2913.401,0,1
3755,HL_GALLAGHER,2913.42,19,1020
3756,HL_GALLAGHER,2913.421,0,0
3757,HL_GALLAGHER,2913.44,0,2
3758,HL_GALLAGHER,2913.46,8,323
3759,HL_GALLAGHER,2913.47,0,34
3760,HL_GALLAGHER,2913.48,0,39
3761,HL_GALLAGHER,2913.49,17,908
3762,HL_GALLAGHER,2913.51,106,3905
3763,HL_GALLAGHER,2915.02,0,25
3764,HL_GALLAGHER,2917.01,2,24
3765,HL_GALLAGHER,2917.02,0,55
3766,HL_GALLAGHER,2917.11,2,150
3767,HL_GALLAGHER,2917.21,14,504
3768,HL_GALLAGHER,2917.211,0,0
3769,HL_GALLAGHER,2917.31,5,97
3770,HL_GALLAGHER,2919.01,0,0
3771,HL_GALLAGHER,2919.10,0,0
3772,HL_GALLAGHER,2919.22,41,2274
3773,HL_GALLAGHER,2919.21,25,1023
3774,HL_GALLAGHER,2919.23,3,42
3775,HL_GALLAGHER,2919.25,175,7190
3776,HL_GALLAGHER,2919.27,8,423
3777,HL_GALLAGHER,2921.02,0,43
3778,HL_GALLAGHER,2921.03,2,66
3779,HL_GALLAGHER,2921.04,18,672
3780,HL_GALLAGHER,2921.11,0,8
3781,HL_GALLAGHER,2921.12,48,1916
3782,HL_GALLAGHER,2921.31,26,1161
3783,HL_GALLAGHER,2921.32,4,192
3784,HL_GALLAGHER,2921.33,57,2511
3785,HL_GALLAGHER,2921.34,65,1760
3786,HL_GALLAGHER,2921.36,14,514
3787,HL_GALLAGHER,2921.38,21,263
3788,HL_GALLAGHER,2921.41,0,31
3789,HL_GALLAGHER,2921.44,0,2
3790,HL_GALLAGHER,2921.45,0,2
3791,HL_GALLAGHER,2923.01,1,18
3792,HL_GALLAGHER,2923.02,0,2
3793,HL_GALLAGHER,2923.12,99,4548
3794,HL_GALLAGHER,2923.13,95,4605
3795,HL_GALLAGHER,2923.15,1,170
3796,HL_GALLAGHER,2923.20,2,150
3797,HL_GALLAGHER,2923.24,178,8509
3798,HL_GALLAGHER,2923.32,1,14
3799,HL_GALLAGHER,2923.42,2,53
3800,HL_GALLAGHER,2925.03,162,8016
3801,HL_GALLAGHER,2925.04,3,158
3802,HL_GALLAGHER,2925.06,0,0
3803,HL_GALLAGHER,2925.11,299,14050
3804,HL_GALLAGHER,2925.23,8,263
3805,HL_GALLAGHER,2927.01,1,29
3806,HL_GALLAGHER,2927.03,0,0
3807,HL_GALLAGHER,2927.12,2,29
3808,HL_GALLAGHER,2950.06,24,755
3809,HL_GALLAGHER,2963.24,0,2
3810,NR_MCDONNELL,2903.02,31,812
3811,NR_MCDONNELL,2903.03,1,45
3812,NR_MCDONNELL,2903.04,5,183
3813,NR_MCDONNELL,2903.041,0,17
3814,NR_MCDONNELL,2903.05,0,5
3815,NR_MCDONNELL,2903.06,5,99
3816,NR_MCDONNELL,2903.08,15,367
3817,NR_MCDONNELL,2903.09,0,0
3818,NR_MCDONNELL,2903.11,186,6639
3819,NR_MCDONNELL,2903.13,106,3694
3820,NR_MCDONNELL,2903.21,70,2701
3821,NR_MCDONNELL,2905.01,123,4582
3822,NR_MCDONNELL,2905.02,46,1706
3823,NR_MCDONNELL,2950.05,44,944
3824,NR_MCDONNELL,2907.02,46,1561
3825,NR_MCDONNELL,2907.03,12,425
3826,NR_MCDONNELL,2907.04,14,430
3827,NR_MCDONNELL,2907.05,33,1253
3828,NR_MCDONNELL,2907.06,3,91
3829,NR_MCDONNELL,2907.07,6,187
3830,NR_MCDONNELL,2907.08,0,17
3831,NR_MCDONNELL,2907.09,1,51
3832,NR_MCDONNELL,2907.19,0,1
3833,NR_MCDONNELL,2907.21,1,38
3834,NR_MCDONNELL,2907.22,3,57
3835,NR_MCDONNELL,2907.31,5,164
3836,NR_MCDONNELL,2907.311,0,1
3837,NR_MCDONNELL,2907.32,6,304
3838,NR_MCDONNELL,2907.321,0,7
3839,NR_MCDONNELL,2907.322,4,249
3840,NR_MCDONNELL,2907.323,5,217
3841,NR_MCDONNELL,2909.02,5,196
3842,NR_MCDONNELL,2909.03,3,135
3843,NR_MCDONNELL,2909.04,26,1082
3844,NR_MCDONNELL,2909.05,39,1585
3845,NR_MCDONNELL,2909.06,67,2885
3846,NR_MCDONNELL,2909.09,0,4
3847,NR_MCDONNELL,2909.22,0,0
3848,NR_MCDONNELL,2909.23,0,6
3849,NR_MCDONNELL,2909.24,0,1
3850,NR_MCDONNELL,2909.26,0,0
3851,NR_MCDONNELL,2909.27,0,1
3852,NR_MCDONNELL,2913.02,305,11775
3853,NR_MCDONNELL,2913.03,20,759
3854,NR_MCDONNELL,2911.01,54,1999
3855,NR_MCDONNELL,2911.02,76,2966
3856,NR_MCDONNELL,2911.11,29,1355
3857,NR_MCDONNELL,2911.12,134,4536
3858,NR_MCDONNELL,2911.13,52,1953
3859,NR_MCDONNELL,2913.07,0,0
3860,NR_MCDONNELL,2913.04,5,107
3861,NR_MCDONNELL,2903.11,186,6639
3862,NR_MCDONNELL,2903.12,58,1765
3863,NR_MCDONNELL,2911.21,13,459
3864,NR_MCDONNELL,2913.05,14,318
3865,NR_MCDONNELL,2903.13,106,3694
3866,NR_MCDONNELL,2903.21,70,2701
3867,NR_MCDONNELL,2903.211,16,759
3868,NR_MCDONNELL,2903.31,0,0
3869,NR_MCDONNELL,2903.32,0,0
3870,NR_MCDONNELL,4511.19,0,0
3871,NR_MCDONNELL,2905.11,0,35
3872,NR_MCDONNELL,2905.32,0,10
3873,NR_MCDONNELL,2907.09,1,51
3874,NR_MCDONNELL,2909.02,5,196
3875,NR_MCDONNELL,2919.21,41,1023
3876,NR_MCDONNELL,2913.11,7,334
3877,NR_MCDONNELL,2913.21,27,837
3878,NR_MCDONNELL,2913.30,0,0
3879,NR_MCDONNELL,2913.31,43,1804
3880,NR_MCDONNELL,2913.40,0,4
3881,NR_MCDONNELL,2913.401,0,1
3882,NR_MCDONNELL,2913.42,19,1020
3883,NR_MCDONNELL,2913.421,0,0
3884,NR_MCDONNELL,2913.44,0,2
3885,NR_MCDONNELL,2913.46,8,323
3886,NR_MCDONNELL,2913.47,1,34
3887,NR_MCDONNELL,2913.48,1,39
3888,NR_MCDONNELL,2913.49,28,908
3889,NR_MCDONNELL,2913.51,103,3905
3890,NR_MCDONNELL,2915.02,0,25
3891,NR_MCDONNELL,2917.01,0,24
3892,NR_MCDONNELL,2917.02,0,55
3893,NR_MCDONNELL,2917.11,2,150
3894,NR_MCDONNELL,2917.21,12,504
3895,NR_MCDONNELL,2917.211,0,0
3896,NR_MCDONNELL,2917.31,0,97
3897,NR_MCDONNELL,2919.01,0,0
3898,NR_MCDONNELL,2919.10,0,0
3899,NR_MCDONNELL,2919.22,73,2274
3900,NR_MCDONNELL,2919.21,41,1023
3901,NR_MCDONNELL,2919.23,1,42
3902,NR_MCDONNELL,2919.25,211,7190
3903,NR_MCDONNELL,2919.27,7,423
3904,NR_MCDONNELL,2921.02,2,43
3905,NR_MCDONNELL,2921.03,2,66
3906,NR_MCDONNELL,2921.04,13,672
3907,NR_MCDONNELL,2921.11,0,8
3908,NR_MCDONNELL,2921.12,47,1916
3909,NR_MCDONNELL,2921.31,29,1161
3910,NR_MCDONNELL,2921.32,2,192
3911,NR_MCDONNELL,2921.33,59,2511
3912,NR_MCDONNELL,2921.34,60,1760
3913,NR_MCDONNELL,2921.36,12,514
3914,NR_MCDONNELL,2921.38,10,263
3915,NR_MCDONNELL,2921.41,1,31
3916,NR_MCDONNELL,2921.44,0,2
3917,NR_MCDONNELL,2921.45,1,2
3918,NR_MCDONNELL,2923.01,0,18
3919,NR_MCDONNELL,2923.02,0,2
3920,NR_MCDONNELL,2923.12,130,4548
3921,NR_MCDONNELL,2923.13,111,4605
3922,NR_MCDONNELL,2923.15,7,170
3923,NR_MCDONNELL,2923.20,1,150
3924,NR_MCDONNELL,2923.24,218,8509
3925,NR_MCDONNELL,2923.32,2,14
3926,NR_MCDONNELL,2923.42,0,53
3927,NR_MCDONNELL,2925.03,205,8016
3928,NR_MCDONNELL,2925.04,3,158
3929,NR_MCDONNELL,2925.06,0,0
3930,NR_MCDONNELL,2925.11,368,14050
3931,NR_MCDONNELL,2925.23,9,263
3932,NR_MCDONNELL,2927.01,1,29
3933,NR_MCDONNELL,2927.03,0,0
3934,NR_MCDONNELL,2927.12,1,29
3935,NR_MCDONNELL,2950.06,26,755
3936,NR_MCDONNELL,2963.24,0,2
3937,JD_RUSSO,2903.02,24,812
3938,JD_RUSSO,2903.03,1,45
3939,JD_RUSSO,2903.04,6,183
3940,JD_RUSSO,2903.041,0,17
3941,JD_RUSSO,2903.05,0,5
3942,JD_RUSSO,2903.06,2,99
3943,JD_RUSSO,2903.08,10,367
3944,JD_RUSSO,2903.09,0,0
3945,JD_RUSSO,2903.11,181,6639
3946,JD_RUSSO,2903.13,86,3694
3947,JD_RUSSO,2903.21,83,2701
3948,JD_RUSSO,2905.01,132,4582
3949,JD_RUSSO,2905.02,44,1706
3950,JD_RUSSO,2950.05,20,944
3951,JD_RUSSO,2907.02,45,1561
3952,JD_RUSSO,2907.03,6,425
3953,JD_RUSSO,2907.04,17,430
3954,JD_RUSSO,2907.05,33,1253
3955,JD_RUSSO,2907.06,1,91
3956,JD_RUSSO,2907.07,8,187
3957,JD_RUSSO,2907.08,1,17
3958,JD_RUSSO,2907.09,2,51
3959,JD_RUSSO,2907.19,0,1
3960,JD_RUSSO,2907.21,0,38
3961,JD_RUSSO,2907.22,3,57
3962,JD_RUSSO,2907.31,5,164
3963,JD_RUSSO,2907.311,0,1
3964,JD_RUSSO,2907.32,6,304
3965,JD_RUSSO,2907.321,0,7
3966,JD_RUSSO,2907.322,4,249
3967,JD_RUSSO,2907.323,4,217
3968,JD_RUSSO,2909.02,6,196
3969,JD_RUSSO,2909.03,1,135
3970,JD_RUSSO,2909.04,39,1082
3971,JD_RUSSO,2909.05,36,1585
3972,JD_RUSSO,2909.06,82,2885
3973,JD_RUSSO,2909.09,0,4
3974,JD_RUSSO,2909.22,0,0
3975,JD_RUSSO,2909.23,0,6
3976,JD_RUSSO,2909.24,0,1
3977,JD_RUSSO,2909.26,0,0
3978,JD_RUSSO,2909.27,0,1
3979,JD_RUSSO,2913.02,291,11775
3980,JD_RUSSO,2913.03,12,759
3981,JD_RUSSO,2911.01,48,1999
3982,JD_RUSSO,2911.02,82,2966
3983,JD_RUSSO,2911.11,41,1355
3984,JD_RUSSO,2911.12,119,4536
3985,JD_RUSSO,2911.13,47,1953
3986,JD_RUSSO,2913.07,0,0
3987,JD_RUSSO,2913.04,7,107
3988,JD_RUSSO,2903.11,181,6639
3989,JD_RUSSO,2903.12,42,1765
3990,JD_RUSSO,2911.21,12,459
3991,JD_RUSSO,2913.05,6,318
3992,JD_RUSSO,2903.13,86,3694
3993,JD_RUSSO,2903.21,83,2701
3994,JD_RUSSO,2903.211,26,759
3995,JD_RUSSO,2903.31,0,0
3996,JD_RUSSO,2903.32,0,0
3997,JD_RUSSO,4511.19,0,0
3998,JD_RUSSO,2905.11,1,35
3999,JD_RUSSO,2905.32,0,10
4000,JD_RUSSO,2907.09,2,51
4001,JD_RUSSO,2909.02,6,196
4002,JD_RUSSO,2919.21,36,1023
4003,JD_RUSSO,2913.11,6,334
4004,JD_RUSSO,2913.21,22,837
4005,JD_RUSSO,2913.30,0,0
4006,JD_RUSSO,2913.31,55,1804
4007,JD_RUSSO,2913.40,1,4
4008,JD_RUSSO,2913.401,0,1
4009,JD_RUSSO,2913.42,27,1020
4010,JD_RUSSO,2913.421,0,0
4011,JD_RUSSO,2913.44,0,2
4012,JD_RUSSO,2913.46,5,323
4013,JD_RUSSO,2913.47,0,34
4014,JD_RUSSO,2913.48,0,39
4015,JD_RUSSO,2913.49,27,908
4016,JD_RUSSO,2913.51,115,3905
4017,JD_RUSSO,2915.02,0,25
4018,JD_RUSSO,2917.01,0,24
4019,JD_RUSSO,2917.02,2,55
4020,JD_RUSSO,2917.11,6,150
4021,JD_RUSSO,2917.21,20,504
4022,JD_RUSSO,2917.211,0,0
4023,JD_RUSSO,2917.31,1,97
4024,JD_RUSSO,2919.01,0,0
4025,JD_RUSSO,2919.10,0,0
4026,JD_RUSSO,2919.22,68,2274
4027,JD_RUSSO,2919.21,36,1023
4028,JD_RUSSO,2919.23,1,42
4029,JD_RUSSO,2919.25,235,7190
4030,JD_RUSSO,2919.27,21,423
4031,JD_RUSSO,2921.02,1,43
4032,JD_RUSSO,2921.03,2,66
4033,JD_RUSSO,2921.04,17,672
4034,JD_RUSSO,2921.11,0,8
4035,JD_RUSSO,2921.12,53,1916
4036,JD_RUSSO,2921.31,29,1161
4037,JD_RUSSO,2921.32,4,192
4038,JD_RUSSO,2921.33,62,2511
4039,JD_RUSSO,2921.34,43,1760
4040,JD_RUSSO,2921.36,17,514
4041,JD_RUSSO,2921.38,7,263
4042,JD_RUSSO,2921.41,1,31
4043,JD_RUSSO,2921.44,0,2
4044,JD_RUSSO,2921.45,0,2
4045,JD_RUSSO,2923.01,2,18
4046,JD_RUSSO,2923.02,0,2
4047,JD_RUSSO,2923.12,126,4548
4048,JD_RUSSO,2923.13,146,4605
4049,JD_RUSSO,2923.15,2,170
4050,JD_RUSSO,2923.20,6,150
4051,JD_RUSSO,2923.24,238,8509
4052,JD_RUSSO,2923.32,2,14
4053,JD_RUSSO,2923.42,2,53
4054,JD_RUSSO,2925.03,235,8016
4055,JD_RUSSO,2925.04,6,158
4056,JD_RUSSO,2925.06,0,0
4057,JD_RUSSO,2925.11,406,14050
4058,JD_RUSSO,2925.23,11,263
4059,JD_RUSSO,2927.01,1,29
4060,JD_RUSSO,2927.03,0,0
4061,JD_RUSSO,2927.12,0,29
4062,JD_RUSSO,2950.06,17,755
4063,JD_RUSSO,2963.24,0,2
4064,MJ_RUSSO,2903.02,19,812
4065,MJ_RUSSO,2903.03,2,45
4066,MJ_RUSSO,2903.04,4,183
4067,MJ_RUSSO,2903.041,0,17
4068,MJ_RUSSO,2903.05,0,5
4069,MJ_RUSSO,2903.06,4,99
4070,MJ_RUSSO,2903.08,8,367
4071,MJ_RUSSO,2903.09,0,0
4072,MJ_RUSSO,2903.11,239,6639
4073,MJ_RUSSO,2903.13,114,3694
4074,MJ_RUSSO,2903.21,98,2701
4075,MJ_RUSSO,2905.01,150,4582
4076,MJ_RUSSO,2905.02,67,1706
4077,MJ_RUSSO,2950.05,26,944
4078,MJ_RUSSO,2907.02,53,1561
4079,MJ_RUSSO,2907.03,18,425
4080,MJ_RUSSO,2907.04,11,430
4081,MJ_RUSSO,2907.05,44,1253
4082,MJ_RUSSO,2907.06,6,91
4083,MJ_RUSSO,2907.07,2,187
4084,MJ_RUSSO,2907.08,1,17
4085,MJ_RUSSO,2907.09,3,51
4086,MJ_RUSSO,2907.19,0,1
4087,MJ_RUSSO,2907.21,2,38
4088,MJ_RUSSO,2907.22,1,57
4089,MJ_RUSSO,2907.31,2,164
4090,MJ_RUSSO,2907.311,0,1
4091,MJ_RUSSO,2907.32,7,304
4092,MJ_RUSSO,2907.321,0,7
4093,MJ_RUSSO,2907.322,4,249
4094,MJ_RUSSO,2907.323,3,217
4095,MJ_RUSSO,2909.02,5,196
4096,MJ_RUSSO,2909.03,6,135
4097,MJ_RUSSO,2909.04,30,1082
4098,MJ_RUSSO,2909.05,34,1585
4099,MJ_RUSSO,2909.06,78,2885
4100,MJ_RUSSO,2909.09,0,4
4101,MJ_RUSSO,2909.22,0,0
4102,MJ_RUSSO,2909.23,0,6
4103,MJ_RUSSO,2909.24,0,1
4104,MJ_RUSSO,2909.26,0,0
4105,MJ_RUSSO,2909.27,1,1
4106,MJ_RUSSO,2913.02,349,11775
4107,MJ_RUSSO,2913.03,23,759
4108,MJ_RUSSO,2911.01,64,1999
4109,MJ_RUSSO,2911.02,96,2966
4110,MJ_RUSSO,2911.11,50,1355
4111,MJ_RUSSO,2911.12,113,4536
4112,MJ_RUSSO,2911.13,58,1953
4113,MJ_RUSSO,2913.07,0,0
4114,MJ_RUSSO,2913.04,0,107
4115,MJ_RUSSO,2903.11,239,6639
4116,MJ_RUSSO,2903.12,46,1765
4117,MJ_RUSSO,2911.21,17,459
4118,MJ_RUSSO,2913.05,10,318
4119,MJ_RUSSO,2903.13,114,3694
4120,MJ_RUSSO,2903.21,98,2701
4121,MJ_RUSSO,2903.211,34,759
4122,MJ_RUSSO,2903.31,0,0
4123,MJ_RUSSO,2903.32,0,0
4124,MJ_RUSSO,4511.19,0,0
4125,MJ_RUSSO,2905.11,3,35
4126,MJ_RUSSO,2905.32,1,10
4127,MJ_RUSSO,2907.09,3,51
4128,MJ_RUSSO,2909.02,5,196
4129,MJ_RUSSO,2919.21,20,1023
4130,MJ_RUSSO,2913.11,7,334
4131,MJ_RUSSO,2913.21,33,837
4132,MJ_RUSSO,2913.30,0,0
4133,MJ_RUSSO,2913.31,51,1804
4134,MJ_RUSSO,2913.40,0,4
4135,MJ_RUSSO,2913.401,0,1
4136,MJ_RUSSO,2913.42,23,1020
4137,MJ_RUSSO,2913.421,0,0
4138,MJ_RUSSO,2913.44,0,2
4139,MJ_RUSSO,2913.46,11,323
4140,MJ_RUSSO,2913.47,1,34
4141,MJ_RUSSO,2913.48,2,39
4142,MJ_RUSSO,2913.49,32,908
4143,MJ_RUSSO,2913.51,123,3905
4144,MJ_RUSSO,2915.02,1,25
4145,MJ_RUSSO,2917.01,0,24
4146,MJ_RUSSO,2917.02,1,55
4147,MJ_RUSSO,2917.11,4,150
4148,MJ_RUSSO,2917.21,15,504
4149,MJ_RUSSO,2917.211,0,0
4150,MJ_RUSSO,2917.31,4,97
4151,MJ_RUSSO,2919.01,0,0
4152,MJ_RUSSO,2919.10,0,0
4153,MJ_RUSSO,2919.22,70,2274
4154,MJ_RUSSO,2919.21,20,1023
4155,MJ_RUSSO,2919.23,0,42
4156,MJ_RUSSO,2919.25,216,7190
4157,MJ_RUSSO,2919.27,17,423
4158,MJ_RUSSO,2921.02,0,43
4159,MJ_RUSSO,2921.03,1,66
4160,MJ_RUSSO,2921.04,24,672
4161,MJ_RUSSO,2921.11,0,8
4162,MJ_RUSSO,2921.12,51,1916
4163,MJ_RUSSO,2921.31,47,1161
4164,MJ_RUSSO,2921.32,7,192
4165,MJ_RUSSO,2921.33,74,2511
4166,MJ_RUSSO,2921.34,48,1760
4167,MJ_RUSSO,2921.36,15,514
4168,MJ_RUSSO,2921.38,9,263
4169,MJ_RUSSO,2921.41,0,31
4170,MJ_RUSSO,2921.44,0,2
4171,MJ_RUSSO,2921.45,0,2
4172,MJ_RUSSO,2923.01,0,18
4173,MJ_RUSSO,2923.02,0,2
4174,MJ_RUSSO,2923.12,136,4548
4175,MJ_RUSSO,2923.13,128,4605
4176,MJ_RUSSO,2923.15,3,170
4177,MJ_RUSSO,2923.20,5,150
4178,MJ_RUSSO,2923.24,247,8509
4179,MJ_RUSSO,2923.32,1,14
4180,MJ_RUSSO,2923.42,1,53
4181,MJ_RUSSO,2925.03,240,8016
4182,MJ_RUSSO,2925.04,2,158
4183,MJ_RUSSO,2925.06,0,0
4184,MJ_RUSSO,2925.11,394,14050
4185,MJ_RUSSO,2925.23,7,263
4186,MJ_RUSSO,2927.01,0,29
4187,MJ_RUSSO,2927.03,0,0
4188,MJ_RUSSO,2927.12,3,29
4189,MJ_RUSSO,2950.06,20,755
4190,MJ_RUSSO,2963.24,0,2
4191,RC_MCCLELLAND,2903.02,20,812
4192,RC_MCCLELLAND,2903.03,1,45
4193,RC_MCCLELLAND,2903.04,3,183
4194,RC_MCCLELLAND,2903.041,0,17
4195,RC_MCCLELLAND,2903.05,0,5
4196,RC_MCCLELLAND,2903.06,2,99
4197,RC_MCCLELLAND,2903.08,12,367
4198,RC_MCCLELLAND,2903.09,0,0
4199,RC_MCCLELLAND,2903.11,194,6639
4200,RC_MCCLELLAND,2903.13,105,3694
4201,RC_MCCLELLAND,2903.21,80,2701
4202,RC_MCCLELLAND,2905.01,120,4582
4203,RC_MCCLELLAND,2905.02,57,1706
4204,RC_MCCLELLAND,2950.05,41,944
4205,RC_MCCLELLAND,2907.02,50,1561
4206,RC_MCCLELLAND,2907.03,11,425
4207,RC_MCCLELLAND,2907.04,10,430
4208,RC_MCCLELLAND,2907.05,39,1253
4209,RC_MCCLELLAND,2907.06,3,91
4210,RC_MCCLELLAND,2907.07,6,187
4211,RC_MCCLELLAND,2907.08,0,17
4212,RC_MCCLELLAND,2907.09,2,51
4213,RC_MCCLELLAND,2907.19,0,1
4214,RC_MCCLELLAND,2907.21,0,38
4215,RC_MCCLELLAND,2907.22,2,57
4216,RC_MCCLELLAND,2907.31,5,164
4217,RC_MCCLELLAND,2907.311,0,1
4218,RC_MCCLELLAND,2907.32,6,304
4219,RC_MCCLELLAND,2907.321,0,7
4220,RC_MCCLELLAND,2907.322,6,249
4221,RC_MCCLELLAND,2907.323,4,217
4222,RC_MCCLELLAND,2909.02,4,196
4223,RC_MCCLELLAND,2909.03,1,135
4224,RC_MCCLELLAND,2909.04,37,1082
4225,RC_MCCLELLAND,2909.05,51,1585
4226,RC_MCCLELLAND,2909.06,103,2885
4227,RC_MCCLELLAND,2909.09,0,4
4228,RC_MCCLELLAND,2909.22,0,0
4229,RC_MCCLELLAND,2909.23,0,6
4230,RC_MCCLELLAND,2909.24,0,1
4231,RC_MCCLELLAND,2909.26,0,0
4232,RC_MCCLELLAND,2909.27,0,1
4233,RC_MCCLELLAND,2913.02,318,11775
4234,RC_MCCLELLAND,2913.03,21,759
4235,RC_MCCLELLAND,2911.01,54,1999
4236,RC_MCCLELLAND,2911.02,100,2966
4237,RC_MCCLELLAND,2911.11,49,1355
4238,RC_MCCLELLAND,2911.12,140,4536
4239,RC_MCCLELLAND,2911.13,70,1953
4240,RC_MCCLELLAND,2913.07,0,0
4241,RC_MCCLELLAND,2913.04,4,107
4242,RC_MCCLELLAND,2903.11,194,6639
4243,RC_MCCLELLAND,2903.12,55,1765
4244,RC_MCCLELLAND,2911.21,12,459
4245,RC_MCCLELLAND,2913.05,8,318
4246,RC_MCCLELLAND,2903.13,105,3694
4247,RC_MCCLELLAND,2903.21,80,2701
4248,RC_MCCLELLAND,2903.211,11,759
4249,RC_MCCLELLAND,2903.31,0,0
4250,RC_MCCLELLAND,2903.32,0,0
4251,RC_MCCLELLAND,4511.19,0,0
4252,RC_MCCLELLAND,2905.11,2,35
4253,RC_MCCLELLAND,2905.32,0,10
4254,RC_MCCLELLAND,2907.09,2,51
4255,RC_MCCLELLAND,2909.02,4,196
4256,RC_MCCLELLAND,2919.21,20,1023
4257,RC_MCCLELLAND,2913.11,9,334
4258,RC_MCCLELLAND,2913.21,23,837
4259,RC_MCCLELLAND,2913.30,0,0
4260,RC_MCCLELLAND,2913.31,46,1804
4261,RC_MCCLELLAND,2913.40,0,4
4262,RC_MCCLELLAND,2913.401,0,1
4263,RC_MCCLELLAND,2913.42,32,1020
4264,RC_MCCLELLAND,2913.421,0,0
4265,RC_MCCLELLAND,2913.44,0,2
4266,RC_MCCLELLAND,2913.46,10,323
4267,RC_MCCLELLAND,2913.47,0,34
4268,RC_MCCLELLAND,2913.48,2,39
4269,RC_MCCLELLAND,2913.49,25,908
4270,RC_MCCLELLAND,2913.51,134,3905
4271,RC_MCCLELLAND,2915.02,0,25
4272,RC_MCCLELLAND,2917.01,0,24
4273,RC_MCCLELLAND,2917.02,0,55
4274,RC_MCCLELLAND,2917.11,3,150
4275,RC_MCCLELLAND,2917.21,12,504
4276,RC_MCCLELLAND,2917.211,0,0
4277,RC_MCCLELLAND,2917.31,1,97
4278,RC_MCCLELLAND,2919.01,0,0
4279,RC_MCCLELLAND,2919.10,0,0
4280,RC_MCCLELLAND,2919.22,70,2274
4281,RC_MCCLELLAND,2919.21,20,1023
4282,RC_MCCLELLAND,2919.23,0,42
4283,RC_MCCLELLAND,2919.25,204,7190
4284,RC_MCCLELLAND,2919.27,18,423
4285,RC_MCCLELLAND,2921.02,2,43
4286,RC_MCCLELLAND,2921.03,2,66
4287,RC_MCCLELLAND,2921.04,23,672
4288,RC_MCCLELLAND,2921.11,0,8
4289,RC_MCCLELLAND,2921.12,46,1916
4290,RC_MCCLELLAND,2921.31,37,1161
4291,RC_MCCLELLAND,2921.32,6,192
4292,RC_MCCLELLAND,2921.33,73,2511
4293,RC_MCCLELLAND,2921.34,64,1760
4294,RC_MCCLELLAND,2921.36,20,514
4295,RC_MCCLELLAND,2921.38,7,263
4296,RC_MCCLELLAND,2921.41,1,31
4297,RC_MCCLELLAND,2921.44,0,2
4298,RC_MCCLELLAND,2921.45,0,2
4299,RC_MCCLELLAND,2923.01,1,18
4300,RC_MCCLELLAND,2923.02,0,2
4301,RC_MCCLELLAND,2923.12,154,4548
4302,RC_MCCLELLAND,2923.13,168,4605
4303,RC_MCCLELLAND,2923.15,3,170
4304,RC_MCCLELLAND,2923.20,3,150
4305,RC_MCCLELLAND,2923.24,256,8509
4306,RC_MCCLELLAND,2923.32,0,14
4307,RC_MCCLELLAND,2923.42,0,53
4308,RC_MCCLELLAND,2925.03,222,8016
4309,RC_MCCLELLAND,2925.04,3,158
4310,RC_MCCLELLAND,2925.06,0,0
4311,RC_MCCLELLAND,2925.11,434,14050
4312,RC_MCCLELLAND,2925.23,2,263
4313,RC_MCCLELLAND,2927.01,0,29
4314,RC_MCCLELLAND,2927.03,0,0
4315,RC_MCCLELLAND,2927.12,1,29
4316,RC_MCCLELLAND,2950.06,33,755
4317,RC_MCCLELLAND,2963.24,0,2
