count,judge,statute,judge_total,stat_totals
2125,L_MASON,2919.27,12,423
2126,L_MASON,2921.02,3,43
2127,L_MASON,2921.03,3,66
2128,L_MASON,2921.04,12,672
2129,L_MASON,2921.11,1,8
2130,L_MASON,2921.12,43,1916
2131,L_MASON,2921.31,15,1161
2132,L_MASON,2921.32,3,192
2133,L_MASON,2921.33,54,2511
2134,L_MASON,2921.34,28,1760
2135,L_MASON,2921.36,10,514
2136,L_MASON,2921.38,6,263
2137,L_MASON,2921.41,0,31
2138,L_MASON,2921.44,0,2
2139,L_MASON,2921.45,0,2
2140,L_MASON,2923.01,2,18
2141,L_MASON,2923.02,0,2
2142,L_MASON,2923.12,74,4548
2143,L_MASON,2923.13,94,4605
2144,L_MASON,2923.15,0,170
2145,L_MASON,2923.20,4,150
2146,L_MASON,2923.24,213,8509
2147,L_MASON,2923.32,0,14
2148,L_MASON,2923.42,1,53
2149,L_MASON,2925.03,207,8016
2150,L_MASON,2925.04,3,158
2151,L_MASON,2925.06,0,0
2152,L_MASON,2925.11,307,14050
2153,L_MASON,2925.23,1,263
2154,L_MASON,2927.01,0,29
2155,L_MASON,2927.03,0,0
2156,L_MASON,2927.12,1,29
2157,L_MASON,2950.06,9,755
2158,L_MASON,2963.24,0,2
2159,PJ_CORRIGAN,2903.02,24,812
2160,PJ_CORRIGAN,2903.03,2,45
2161,PJ_CORRIGAN,2903.04,7,183
2162,PJ_CORRIGAN,2903.041,0,17
2163,PJ_CORRIGAN,2903.05,0,5
2164,PJ_CORRIGAN,2903.06,4,99
2165,PJ_CORRIGAN,2903.08,6,367
2166,PJ_CORRIGAN,2903.09,0,0
2167,PJ_CORRIGAN,2903.11,191,6639
2168,PJ_CORRIGAN,2903.13,112,3694
2169,PJ_CORRIGAN,2903.21,79,2701
2170,PJ_CORRIGAN,2905.01,135,4582
2171,PJ_CORRIGAN,2905.02,48,1706
2172,PJ_CORRIGAN,2950.05,19,944
2173,PJ_CORRIGAN,2907.02,36,1561
2174,PJ_CORRIGAN,2907.03,8,425
2175,PJ_CORRIGAN,2907.04,13,430
2176,PJ_CORRIGAN,2907.05,25,1253
2177,PJ_CORRIGAN,2907.06,5,91
2178,PJ_CORRIGAN,2907.07,3,187
2179,PJ_CORRIGAN,2907.08,1,17
2180,PJ_CORRIGAN,2907.09,2,51
2181,PJ_CORRIGAN,2907.19,0,1
2182,PJ_CORRIGAN,2907.21,0,38
2183,PJ_CORRIGAN,2907.22,0,57
2184,PJ_CORRIGAN,2907.31,5,164
2185,PJ_CORRIGAN,2907.311,0,1
2186,PJ_CORRIGAN,2907.32,10,304
2187,PJ_CORRIGAN,2907.321,0,7
2188,PJ_CORRIGAN,2907.322,10,249
2189,PJ_CORRIGAN,2907.323,8,217
2190,PJ_CORRIGAN,2909.02,5,196
2191,PJ_CORRIGAN,2909.03,4,135
2192,PJ_CORRIGAN,2909.04,36,1082
2193,PJ_CORRIGAN,2909.05,47,1585
2194,PJ_CORRIGAN,2909.06,83,2885
2195,PJ_CORRIGAN,2909.09,0,4
2196,PJ_CORRIGAN,2909.22,0,0
2197,PJ_CORRIGAN,2909.23,1,6
2198,PJ_CORRIGAN,2909.24,1,1
2199,PJ_CORRIGAN,2909.26,0,0
2200,PJ_CORRIGAN,2909.27,0,1
2201,PJ_CORRIGAN,2913.02,331,11775
2202,PJ_CORRIGAN,2913.03,13,759
2203,PJ_CORRIGAN,2911.01,65,1999
2204,PJ_CORRIGAN,2911.02,100,2966
2205,PJ_CORRIGAN,2911.11,44,1355
2206,PJ_CORRIGAN,2911.12,122,4536
2207,PJ_CORRIGAN,2911.13,52,1953
2208,PJ_CORRIGAN,2913.07,0,0
2209,PJ_CORRIGAN,2913.04,6,107
2210,PJ_CORRIGAN,2903.11,191,6639
2211,PJ_CORRIGAN,2903.12,51,1765
2212,PJ_CORRIGAN,2911.21,15,459
2213,PJ_CORRIGAN,2913.05,8,318
2214,PJ_CORRIGAN,2903.13,112,3694
2215,PJ_CORRIGAN,2903.21,79,2701
2216,PJ_CORRIGAN,2903.211,19,759
2217,PJ_CORRIGAN,2903.31,0,0
2218,PJ_CORRIGAN,2903.32,0,0
2219,PJ_CORRIGAN,4511.19,0,0
2220,PJ_CORRIGAN,2905.11,0,35
2221,PJ_CORRIGAN,2905.32,0,10
2222,PJ_CORRIGAN,2907.09,2,51
2223,PJ_CORRIGAN,2909.02,5,196
2224,PJ_CORRIGAN,2919.21,42,1023
2225,PJ_CORRIGAN,2913.11,10,334
2226,PJ_CORRIGAN,2913.21,32,837
2227,PJ_CORRIGAN,2913.30,0,0
2228,PJ_CORRIGAN,2913.31,61,1804
2229,PJ_CORRIGAN,2913.40,0,4
2230,PJ_CORRIGAN,2913.401,0,1
2231,PJ_CORRIGAN,2913.42,28,1020
2232,PJ_CORRIGAN,2913.421,0,0
2233,PJ_CORRIGAN,2913.44,0,2
2234,PJ_CORRIGAN,2913.46,10,323
2235,PJ_CORRIGAN,2913.47,0,34
2236,PJ_CORRIGAN,2913.48,3,39
2237,PJ_CORRIGAN,2913.49,26,908
2238,PJ_CORRIGAN,2913.51,118,3905
2239,PJ_CORRIGAN,2915.02,0,25
2240,PJ_CORRIGAN,2917.01,1,24
2241,PJ_CORRIGAN,2917.02,2,55
2242,PJ_CORRIGAN,2917.11,4,150
2243,PJ_CORRIGAN,2917.21,15,504
2244,PJ_CORRIGAN,2917.211,0,0
2245,PJ_CORRIGAN,2917.31,6,97
2246,PJ_CORRIGAN,2919.01,0,0
2247,PJ_CORRIGAN,2919.10,0,0
2248,PJ_CORRIGAN,2919.22,59,2274
2249,PJ_CORRIGAN,2919.21,42,1023
2250,PJ_CORRIGAN,2919.23,0,42
2251,PJ_CORRIGAN,2919.25,218,7190
2252,PJ_CORRIGAN,2919.27,18,423
2253,PJ_CORRIGAN,2921.02,2,43
2254,PJ_CORRIGAN,2921.03,3,66
2255,PJ_CORRIGAN,2921.04,23,672
2256,PJ_CORRIGAN,2921.11,0,8
2257,PJ_CORRIGAN,2921.12,53,1916
2258,PJ_CORRIGAN,2921.31,41,1161
2259,PJ_CORRIGAN,2921.32,4,192
2260,PJ_CORRIGAN,2921.33,75,2511
2261,PJ_CORRIGAN,2921.34,37,1760
2262,PJ_CORRIGAN,2921.36,14,514
2263,PJ_CORRIGAN,2921.38,8,263
2264,PJ_CORRIGAN,2921.41,1,31
2265,PJ_CORRIGAN,2921.44,0,2
2266,PJ_CORRIGAN,2921.45,0,2
2267,PJ_CORRIGAN,2923.01,1,18
2268,PJ_CORRIGAN,2923.02,0,2
2269,PJ_CORRIGAN,2923.12,136,4548
2270,PJ_CORRIGAN,2923.13,141,4605
2271,PJ_CORRIGAN,2923.15,3,170
2272,PJ_CORRIGAN,2923.20,4,150
2273,PJ_CORRIGAN,2923.24,279,8509
2274,PJ_CORRIGAN,2923.32,0,14
2275,PJ_CORRIGAN,2923.42,0,53
2276,PJ_CORRIGAN,2925.03,262,8016
2277,PJ_CORRIGAN,2925.04,5,158
2278,PJ_CORRIGAN,2925.06,0,0
2279,PJ_CORRIGAN,2925.11,437,14050
2280,PJ_CORRIGAN,2925.23,6,263
2281,PJ_CORRIGAN,2927.01,1,29
2282,PJ_CORRIGAN,2927.03,0,0
2283,PJ_CORRIGAN,2927.12,2,29
2284,PJ_CORRIGAN,2950.06,17,755
2285,PJ_CORRIGAN,2963.24,0,2
2286,D_PROGRAM,2903.02,0,812
2287,D_PROGRAM,2903.03,0,45
2288,D_PROGRAM,2903.04,0,183
2289,D_PROGRAM,2903.041,0,17
2290,D_PROGRAM,2903.05,0,5
2291,D_PROGRAM,2903.06,0,99
2292,D_PROGRAM,2903.08,0,367
2293,D_PROGRAM,2903.09,0,0
2294,D_PROGRAM,2903.11,1,6639
2295,D_PROGRAM,2903.13,3,3694
2296,D_PROGRAM,2903.21,2,2701
2297,D_PROGRAM,2905.01,0,4582
2298,D_PROGRAM,2905.02,0,1706
2299,D_PROGRAM,2950.05,0,944
2300,D_PROGRAM,2907.02,0,1561
2301,D_PROGRAM,2907.03,0,425
2302,D_PROGRAM,2907.04,0,430
2303,D_PROGRAM,2907.05,0,1253
2304,D_PROGRAM,2907.06,0,91
2305,D_PROGRAM,2907.07,0,187
2306,D_PROGRAM,2907.08,0,17
2307,D_PROGRAM,2907.09,0,51
2308,D_PROGRAM,2907.19,0,1
2309,D_PROGRAM,2907.21,0,38
2310,D_PROGRAM,2907.22,0,57
2311,D_PROGRAM,2907.31,0,164
2312,D_PROGRAM,2907.311,0,1
2313,D_PROGRAM,2907.32,0,304
2314,D_PROGRAM,2907.321,0,7
2315,D_PROGRAM,2907.322,0,249
2316,D_PROGRAM,2907.323,0,217
2317,D_PROGRAM,2909.02,0,196
2318,D_PROGRAM,2909.03,0,135
2319,D_PROGRAM,2909.04,0,1082
2320,D_PROGRAM,2909.05,7,1585
2321,D_PROGRAM,2909.06,8,2885
2322,D_PROGRAM,2909.09,0,4
2323,D_PROGRAM,2909.22,0,0
2324,D_PROGRAM,2909.23,0,6
2325,D_PROGRAM,2909.24,0,1
2326,D_PROGRAM,2909.26,0,0
2327,D_PROGRAM,2909.27,0,1
2328,D_PROGRAM,2913.02,209,11775
2329,D_PROGRAM,2913.03,3,759
2330,D_PROGRAM,2911.01,0,1999
2331,D_PROGRAM,2911.02,7,2966
2332,D_PROGRAM,2911.11,2,1355
2333,D_PROGRAM,2911.12,14,4536
2334,D_PROGRAM,2911.13,16,1953
2335,D_PROGRAM,2913.07,0,0
2336,D_PROGRAM,2913.04,0,107
2337,D_PROGRAM,2903.11,1,6639
2338,D_PROGRAM,2903.12,1,1765
2339,D_PROGRAM,2911.21,0,459
2340,D_PROGRAM,2913.05,13,318
2341,D_PROGRAM,2903.13,3,3694
2342,D_PROGRAM,2903.21,2,2701
2343,D_PROGRAM,2903.211,0,759
2344,D_PROGRAM,2903.31,0,0
2345,D_PROGRAM,2903.32,0,0
2346,D_PROGRAM,4511.19,0,0
2347,D_PROGRAM,2905.11,0,35
2348,D_PROGRAM,2905.32,0,10
2349,D_PROGRAM,2907.09,0,51
2350,D_PROGRAM,2909.02,0,196
2351,D_PROGRAM,2919.21,1,1023
2352,D_PROGRAM,2913.11,4,334
2353,D_PROGRAM,2913.21,18,837
2354,D_PROGRAM,2913.30,0,0
2355,D_PROGRAM,2913.31,36,1804
2356,D_PROGRAM,2913.40,0,4
2357,D_PROGRAM,2913.401,0,1
2358,D_PROGRAM,2913.42,47,1020
2359,D_PROGRAM,2913.421,0,0
2360,D_PROGRAM,2913.44,0,2
2361,D_PROGRAM,2913.46,31,323
2362,D_PROGRAM,2913.47,2,34
2363,D_PROGRAM,2913.48,0,39
2364,D_PROGRAM,2913.49,12,908
2365,D_PROGRAM,2913.51,43,3905
2366,D_PROGRAM,2915.02,0,25
2367,D_PROGRAM,2917.01,0,24
2368,D_PROGRAM,2917.02,0,55
2369,D_PROGRAM,2917.11,0,150
2370,D_PROGRAM,2917.21,0,504
2371,D_PROGRAM,2917.211,0,0
2372,D_PROGRAM,2917.31,2,97
2373,D_PROGRAM,2919.01,0,0
2374,D_PROGRAM,2919.10,0,0
2375,D_PROGRAM,2919.22,1,2274
2376,D_PROGRAM,2919.21,1,1023
2377,D_PROGRAM,2919.23,0,42
2378,D_PROGRAM,2919.25,0,7190
2379,D_PROGRAM,2919.27,0,423
2380,D_PROGRAM,2921.02,0,43
2381,D_PROGRAM,2921.03,0,66
2382,D_PROGRAM,2921.04,0,672
2383,D_PROGRAM,2921.11,0,8
2384,D_PROGRAM,2921.12,4,1916
2385,D_PROGRAM,2921.31,5,1161
2386,D_PROGRAM,2921.32,4,192
2387,D_PROGRAM,2921.33,3,2511
2388,D_PROGRAM,2921.34,0,1760
2389,D_PROGRAM,2921.36,0,514
2390,D_PROGRAM,2921.38,0,263
2391,D_PROGRAM,2921.41,0,31
2392,D_PROGRAM,2921.44,0,2
2393,D_PROGRAM,2921.45,0,2
2394,D_PROGRAM,2923.01,0,18
2395,D_PROGRAM,2923.02,0,2
2396,D_PROGRAM,2923.12,92,4548
2397,D_PROGRAM,2923.13,1,4605
2398,D_PROGRAM,2923.15,4,170
2399,D_PROGRAM,2923.20,2,150
2400,D_PROGRAM,2923.24,6,8509
2401,D_PROGRAM,2923.32,0,14
2402,D_PROGRAM,2923.42,0,53
2403,D_PROGRAM,2925.03,0,8016
2404,D_PROGRAM,2925.04,0,158
2405,D_PROGRAM,2925.06,0,0
2406,D_PROGRAM,2925.11,0,14050
2407,D_PROGRAM,2925.23,0,263
2408,D_PROGRAM,2927.01,0,29
2409,D_PROGRAM,2927.03,0,0
2410,D_PROGRAM,2927.12,0,29
2411,D_PROGRAM,2950.06,0,755
2412,D_PROGRAM,2963.24,0,2
2413,SS_SAFFOLD,2903.02,24,812
2414,SS_SAFFOLD,2903.03,3,45
2415,SS_SAFFOLD,2903.04,5,183
2416,SS_SAFFOLD,2903.041,1,17
2417,SS_SAFFOLD,2903.05,0,5
2418,SS_SAFFOLD,2903.06,2,99
2419,SS_SAFFOLD,2903.08,15,367
2420,SS_SAFFOLD,2903.09,0,0
2421,SS_SAFFOLD,2903.11,168,6639
2422,SS_SAFFOLD,2903.13,118,3694
2423,SS_SAFFOLD,2903.21,59,2701
2424,SS_SAFFOLD,2905.01,140,4582
2425,SS_SAFFOLD,2905.02,51,1706
2426,SS_SAFFOLD,2950.05,26,944
2427,SS_SAFFOLD,2907.02,57,1561
2428,SS_SAFFOLD,2907.03,17,425
2429,SS_SAFFOLD,2907.04,8,430
2430,SS_SAFFOLD,2907.05,47,1253
2431,SS_SAFFOLD,2907.06,3,91
2432,SS_SAFFOLD,2907.07,6,187
2433,SS_SAFFOLD,2907.08,0,17
2434,SS_SAFFOLD,2907.09,0,51
2435,SS_SAFFOLD,2907.19,0,1
2436,SS_SAFFOLD,2907.21,0,38
2437,SS_SAFFOLD,2907.22,1,57
2438,SS_SAFFOLD,2907.31,2,164
2439,SS_SAFFOLD,2907.311,0,1
2440,SS_SAFFOLD,2907.32,9,304
2441,SS_SAFFOLD,2907.321,0,7
2442,SS_SAFFOLD,2907.322,5,249
2443,SS_SAFFOLD,2907.323,8,217
2444,SS_SAFFOLD,2909.02,7,196
2445,SS_SAFFOLD,2909.03,5,135
2446,SS_SAFFOLD,2909.04,23,1082
2447,SS_SAFFOLD,2909.05,36,1585
2448,SS_SAFFOLD,2909.06,81,2885
2449,SS_SAFFOLD,2909.09,0,4
2450,SS_SAFFOLD,2909.22,0,0
2451,SS_SAFFOLD,2909.23,0,6
2452,SS_SAFFOLD,2909.24,0,1
2453,SS_SAFFOLD,2909.26,0,0
2454,SS_SAFFOLD,2909.27,0,1
2455,SS_SAFFOLD,2913.02,311,11775
2456,SS_SAFFOLD,2913.03,22,759
2457,SS_SAFFOLD,2911.01,64,1999
2458,SS_SAFFOLD,2911.02,69,2966
2459,SS_SAFFOLD,2911.11,48,1355
2460,SS_SAFFOLD,2911.12,126,4536
2461,SS_SAFFOLD,2911.13,58,1953
2462,SS_SAFFOLD,2913.07,0,0
2463,SS_SAFFOLD,2913.04,3,107
2464,SS_SAFFOLD,2903.11,168,6639
2465,SS_SAFFOLD,2903.12,51,1765
2466,SS_SAFFOLD,2911.21,16,459
2467,SS_SAFFOLD,2913.05,10,318
2468,SS_SAFFOLD,2903.13,118,3694
2469,SS_SAFFOLD,2903.21,59,2701
2470,SS_SAFFOLD,2903.211,19,759
2471,SS_SAFFOLD,2903.31,0,0
2472,SS_SAFFOLD,2903.32,0,0
2473,SS_SAFFOLD,4511.19,0,0
2474,SS_SAFFOLD,2905.11,1,35
2475,SS_SAFFOLD,2905.32,1,10
2476,SS_SAFFOLD,2907.09,0,51
2477,SS_SAFFOLD,2909.02,7,196
2478,SS_SAFFOLD,2919.21,38,1023
2479,SS_SAFFOLD,2913.11,8,334
2480,SS_SAFFOLD,2913.21,21,837
2481,SS_SAFFOLD,2913.30,0,0
2482,SS_SAFFOLD,2913.31,46,1804
2483,SS_SAFFOLD,2913.40,0,4
2484,SS_SAFFOLD,2913.401,0,1
2485,SS_SAFFOLD,2913.42,29,1020
2486,SS_SAFFOLD,2913.421,0,0
2487,SS_SAFFOLD,2913.44,0,2
2488,SS_SAFFOLD,2913.46,4,323
2489,SS_SAFFOLD,2913.47,0,34
2490,SS_SAFFOLD,2913.48,1,39
2491,SS_SAFFOLD,2913.49,27,908
2492,SS_SAFFOLD,2913.51,121,3905
2493,SS_SAFFOLD,2915.02,0,25
2494,SS_SAFFOLD,2917.01,1,24
2495,SS_SAFFOLD,2917.02,0,55
2496,SS_SAFFOLD,2917.11,5,150
2497,SS_SAFFOLD,2917.21,10,504
2498,SS_SAFFOLD,2917.211,0,0
2499,SS_SAFFOLD,2917.31,2,97
2500,SS_SAFFOLD,2919.01,0,0
2501,SS_SAFFOLD,2919.10,0,0
2502,SS_SAFFOLD,2919.22,65,2274
2503,SS_SAFFOLD,2919.21,38,1023
2504,SS_SAFFOLD,2919.23,1,42
2505,SS_SAFFOLD,2919.25,184,7190
2506,SS_SAFFOLD,2919.27,9,423
2507,SS_SAFFOLD,2921.02,2,43
2508,SS_SAFFOLD,2921.03,2,66
2509,SS_SAFFOLD,2921.04,27,672
2510,SS_SAFFOLD,2921.11,0,8
2511,SS_SAFFOLD,2921.12,54,1916
2512,SS_SAFFOLD,2921.31,34,1161
2513,SS_SAFFOLD,2921.32,2,192
2514,SS_SAFFOLD,2921.33,76,2511
2515,SS_SAFFOLD,2921.34,39,1760
2516,SS_SAFFOLD,2921.36,20,514
2517,SS_SAFFOLD,2921.38,6,263
2518,SS_SAFFOLD,2921.41,1,31
2519,SS_SAFFOLD,2921.44,0,2
2520,SS_SAFFOLD,2921.45,0,2
2521,SS_SAFFOLD,2923.01,0,18
2522,SS_SAFFOLD,2923.02,0,2
2523,SS_SAFFOLD,2923.12,126,4548
2524,SS_SAFFOLD,2923.13,126,4605
2525,SS_SAFFOLD,2923.15,7,170
2526,SS_SAFFOLD,2923.20,4,150
2527,SS_SAFFOLD,2923.24,223,8509
2528,SS_SAFFOLD,2923.32,0,14
2529,SS_SAFFOLD,2923.42,2,53
2530,SS_SAFFOLD,2925.03,219,8016
2531,SS_SAFFOLD,2925.04,3,158
2532,SS_SAFFOLD,2925.06,0,0
2533,SS_SAFFOLD,2925.11,361,14050
2534,SS_SAFFOLD,2925.23,6,263
2535,SS_SAFFOLD,2927.01,0,29
2536,SS_SAFFOLD,2927.03,0,0
2537,SS_SAFFOLD,2927.12,2,29
2538,SS_SAFFOLD,2950.06,20,755
2539,SS_SAFFOLD,2963.24,0,2
2540,J_SYNENBERG,2903.02,28,812
2541,J_SYNENBERG,2903.03,3,45
2542,J_SYNENBERG,2903.04,10,183
2543,J_SYNENBERG,2903.041,0,17
2544,J_SYNENBERG,2903.05,0,5
2545,J_SYNENBERG,2903.06,1,99
2546,J_SYNENBERG,2903.08,8,367
2547,J_SYNENBERG,2903.09,0,0
2548,J_SYNENBERG,2903.11,193,6639
2549,J_SYNENBERG,2903.13,128,3694
2550,J_SYNENBERG,2903.21,73,2701
2551,J_SYNENBERG,2905.01,138,4582
2552,J_SYNENBERG,2905.02,51,1706
2553,J_SYNENBERG,2950.05,27,944
2554,J_SYNENBERG,2907.02,49,1561
2555,J_SYNENBERG,2907.03,14,425
2556,J_SYNENBERG,2907.04,9,430
2557,J_SYNENBERG,2907.05,39,1253
2558,J_SYNENBERG,2907.06,3,91
2559,J_SYNENBERG,2907.07,2,187
2560,J_SYNENBERG,2907.08,0,17
2561,J_SYNENBERG,2907.09,2,51
2562,J_SYNENBERG,2907.19,0,1
2563,J_SYNENBERG,2907.21,0,38
2564,J_SYNENBERG,2907.22,1,57
2565,J_SYNENBERG,2907.31,5,164
2566,J_SYNENBERG,2907.311,0,1
2567,J_SYNENBERG,2907.32,8,304
2568,J_SYNENBERG,2907.321,0,7
2569,J_SYNENBERG,2907.322,7,249
2570,J_SYNENBERG,2907.323,5,217
2571,J_SYNENBERG,2909.02,4,196
2572,J_SYNENBERG,2909.03,0,135
2573,J_SYNENBERG,2909.04,33,1082
2574,J_SYNENBERG,2909.05,57,1585
2575,J_SYNENBERG,2909.06,94,2885
2576,J_SYNENBERG,2909.09,0,4
2577,J_SYNENBERG,2909.22,0,0
2578,J_SYNENBERG,2909.23,0,6
2579,J_SYNENBERG,2909.24,0,1
2580,J_SYNENBERG,2909.26,0,0
2581,J_SYNENBERG,2909.27,0,1
2582,J_SYNENBERG,2913.02,380,11775
2583,J_SYNENBERG,2913.03,28,759
2584,J_SYNENBERG,2911.01,65,1999
2585,J_SYNENBERG,2911.02,86,2966
2586,J_SYNENBERG,2911.11,36,1355
2587,J_SYNENBERG,2911.12,126,4536
2588,J_SYNENBERG,2911.13,76,1953
2589,J_SYNENBERG,2913.07,0,0
2590,J_SYNENBERG,2913.04,0,107
2591,J_SYNENBERG,2903.11,193,6639
2592,J_SYNENBERG,2903.12,57,1765
2593,J_SYNENBERG,2911.21,16,459
2594,J_SYNENBERG,2913.05,15,318
2595,J_SYNENBERG,2903.13,128,3694
2596,J_SYNENBERG,2903.21,73,2701
2597,J_SYNENBERG,2903.211,25,759
2598,J_SYNENBERG,2903.31,0,0
2599,J_SYNENBERG,2903.32,0,0
2600,J_SYNENBERG,4511.19,0,0
2601,J_SYNENBERG,2905.11,2,35
2602,J_SYNENBERG,2905.32,0,10
2603,J_SYNENBERG,2907.09,2,51
2604,J_SYNENBERG,2909.02,4,196
2605,J_SYNENBERG,2919.21,20,1023
2606,J_SYNENBERG,2913.11,8,334
2607,J_SYNENBERG,2913.21,30,837
2608,J_SYNENBERG,2913.30,0,0
2609,J_SYNENBERG,2913.31,63,1804
2610,J_SYNENBERG,2913.40,0,4
2611,J_SYNENBERG,2913.401,0,1
2612,J_SYNENBERG,2913.42,27,1020
2613,J_SYNENBERG,2913.421,0,0
2614,J_SYNENBERG,2913.44,0,2
2615,J_SYNENBERG,2913.46,5,323
2616,J_SYNENBERG,2913.47,0,34
2617,J_SYNENBERG,2913.48,1,39
2618,J_SYNENBERG,2913.49,32,908
2619,J_SYNENBERG,2913.51,114,3905
2620,J_SYNENBERG,2915.02,0,25
2621,J_SYNENBERG,2917.01,2,24
2622,J_SYNENBERG,2917.02,1,55
2623,J_SYNENBERG,2917.11,7,150
2624,J_SYNENBERG,2917.21,13,504
2625,J_SYNENBERG,2917.211,0,0
2626,J_SYNENBERG,2917.31,3,97
2627,J_SYNENBERG,2919.01,0,0
2628,J_SYNENBERG,2919.10,0,0
2629,J_SYNENBERG,2919.22,76,2274
2630,J_SYNENBERG,2919.21,20,1023
2631,J_SYNENBERG,2919.23,3,42
2632,J_SYNENBERG,2919.25,200,7190
2633,J_SYNENBERG,2919.27,9,423
2634,J_SYNENBERG,2921.02,1,43
2635,J_SYNENBERG,2921.03,2,66
2636,J_SYNENBERG,2921.04,18,672
2637,J_SYNENBERG,2921.11,0,8
2638,J_SYNENBERG,2921.12,63,1916
2639,J_SYNENBERG,2921.31,33,1161
2640,J_SYNENBERG,2921.32,5,192
2641,J_SYNENBERG,2921.33,81,2511
2642,J_SYNENBERG,2921.34,50,1760
2643,J_SYNENBERG,2921.36,21,514
2644,J_SYNENBERG,2921.38,16,263
2645,J_SYNENBERG,2921.41,1,31
2646,J_SYNENBERG,2921.44,0,2
2647,J_SYNENBERG,2921.45,0,2
2648,J_SYNENBERG,2923.01,1,18
2649,J_SYNENBERG,2923.02,1,2
2650,J_SYNENBERG,2923.12,134,4548
2651,J_SYNENBERG,2923.13,139,4605
2652,J_SYNENBERG,2923.15,9,170
2653,J_SYNENBERG,2923.20,3,150
2654,J_SYNENBERG,2923.24,236,8509
2655,J_SYNENBERG,2923.32,0,14
2656,J_SYNENBERG,2923.42,1,53
2657,J_SYNENBERG,2925.03,209,8016
2658,J_SYNENBERG,2925.04,3,158
2659,J_SYNENBERG,2925.06,0,0
2660,J_SYNENBERG,2925.11,487,14050
2661,J_SYNENBERG,2925.23,7,263
2662,J_SYNENBERG,2927.01,1,29
2663,J_SYNENBERG,2927.03,0,0
2664,J_SYNENBERG,2927.12,0,29
2665,J_SYNENBERG,2950.06,19,755
2666,J_SYNENBERG,2963.24,0,2
2667,JD_SUTULA,2903.02,26,812
2668,JD_SUTULA,2903.03,2,45
2669,JD_SUTULA,2903.04,11,183
2670,JD_SUTULA,2903.041,0,17
2671,JD_SUTULA,2903.05,1,5
2672,JD_SUTULA,2903.06,3,99
2673,JD_SUTULA,2903.08,6,367
2674,JD_SUTULA,2903.09,0,0
2675,JD_SUTULA,2903.11,211,6639
2676,JD_SUTULA,2903.13,134,3694
2677,JD_SUTULA,2903.21,79,2701
2678,JD_SUTULA,2905.01,134,4582
2679,JD_SUTULA,2905.02,62,1706
2680,JD_SUTULA,2950.05,14,944
2681,JD_SUTULA,2907.02,44,1561
2682,JD_SUTULA,2907.03,18,425
2683,JD_SUTULA,2907.04,5,430
2684,JD_SUTULA,2907.05,32,1253
2685,JD_SUTULA,2907.06,3,91
2686,JD_SUTULA,2907.07,7,187
2687,JD_SUTULA,2907.08,0,17
2688,JD_SUTULA,2907.09,1,51
2689,JD_SUTULA,2907.19,0,1
2690,JD_SUTULA,2907.21,2,38
2691,JD_SUTULA,2907.22,4,57
2692,JD_SUTULA,2907.31,3,164
2693,JD_SUTULA,2907.311,0,1
2694,JD_SUTULA,2907.32,4,304
2695,JD_SUTULA,2907.321,0,7
2696,JD_SUTULA,2907.322,3,249
2697,JD_SUTULA,2907.323,1,217
2698,JD_SUTULA,2909.02,5,196
2699,JD_SUTULA,2909.03,4,135
2700,JD_SUTULA,2909.04,37,1082
2701,JD_SUTULA,2909.05,60,1585
2702,JD_SUTULA,2909.06,100,2885
2703,JD_SUTULA,2909.09,1,4
2704,JD_SUTULA,2909.22,0,0
2705,JD_SUTULA,2909.23,0,6
2706,JD_SUTULA,2909.24,0,1
2707,JD_SUTULA,2909.26,0,0
2708,JD_SUTULA,2909.27,0,1
2709,JD_SUTULA,2913.02,360,11775
2710,JD_SUTULA,2913.03,33,759
2711,JD_SUTULA,2911.01,74,1999
2712,JD_SUTULA,2911.02,110,2966
2713,JD_SUTULA,2911.11,41,1355
2714,JD_SUTULA,2911.12,138,4536
2715,JD_SUTULA,2911.13,73,1953
2716,JD_SUTULA,2913.07,0,0
2717,JD_SUTULA,2913.04,4,107
2718,JD_SUTULA,2903.11,211,6639
2719,JD_SUTULA,2903.12,49,1765
2720,JD_SUTULA,2911.21,14,459
2721,JD_SUTULA,2913.05,12,318
2722,JD_SUTULA,2903.13,134,3694
2723,JD_SUTULA,2903.21,79,2701
2724,JD_SUTULA,2903.211,26,759
2725,JD_SUTULA,2903.31,0,0
2726,JD_SUTULA,2903.32,0,0
2727,JD_SUTULA,4511.19,0,0
2728,JD_SUTULA,2905.11,0,35
2729,JD_SUTULA,2905.32,2,10
2730,JD_SUTULA,2907.09,1,51
2731,JD_SUTULA,2909.02,5,196
2732,JD_SUTULA,2919.21,19,1023
2733,JD_SUTULA,2913.11,8,334
2734,JD_SUTULA,2913.21,14,837
2735,JD_SUTULA,2913.30,0,0
2736,JD_SUTULA,2913.31,46,1804
2737,JD_SUTULA,2913.40,0,4
2738,JD_SUTULA,2913.401,0,1
2739,JD_SUTULA,2913.42,27,1020
2740,JD_SUTULA,2913.421,0,0
2741,JD_SUTULA,2913.44,0,2
2742,JD_SUTULA,2913.46,9,323
2743,JD_SUTULA,2913.47,0,34
2744,JD_SUTULA,2913.48,1,39
2745,JD_SUTULA,2913.49,24,908
2746,JD_SUTULA,2913.51,118,3905
2747,JD_SUTULA,2915.02,2,25
2748,JD_SUTULA,2917.01,2,24
2749,JD_SUTULA,2917.02,0,55
